Sujeito,Função,Norma (competência),Descrição,Previsão regimental,L.O.M.,CESP,CRFB1988
Plenário,Plenário,deve,"fixar a remuneração dos Vereadores, do Prefeito e do Vice-Prefeito que terá vigência na legislatura subseqüente ","105, VI",,,
Plenário,Plenário,tem competência para,autorizar o Prefeito a ausentar-se do Município por mais de 15 (quinze) dias consecutivos ,"105, VII",,,
Plenário,Plenário,tem competência para,criar Comissões Parlamentares de Inquérito ,"105, VIII",,,
Plenário,Plenário,tem competência para,solicitar informações ao Prefeito sobre assuntos referentes à administração ,"105, X",,,
Plenário,Plenário,tem competência para,"autorizar a convocação de referendo e plebiscito, exceto os casos previstos na Lei Orgânica do Município ","105, XI",,,
Plenário,Plenário,deve,"tomar e julgar as contas do Prefeito, da Mesa e do Tribunal de Contas do Município ","105, XII",,,
Plenário,Plenário,deve,"julgar o Prefeito, o Vice-Prefeito e os Vereadores nos casos previstos em lei ","105, XIV",,,
Plenário,Plenário,deve,"deliberar sobre obtenção e concessão de empréstimos e operações de crédito, bem como sobre a forma e os meios de pagamento ","105, XIX",,,
Plenário,Plenário,tem competência para,"aprovar, após argüição pública, os membros do Tribunal de Contas do Município ","105, XV",,,
Plenário,Plenário,deve,"legislar sobre a criação, organização e funcionamento de Conselhos e Comissões da Câmara ","105, XVI",,,
Plenário,Plenário,deve,"legislar sobre tributos municipais, bem como autorizar isenções, anistias fiscais e remissão de dívidas ","105, XVII",,,
Plenário,Plenário,deve,"votar o plano plurianual, as diretrizes orçamentárias e o orçamento anual, bem como autorizar a abertura de créditos suplementares e especiais ","105, XVIII",,,
Plenário,Plenário,deve,autorizar a concessão de auxílios e subvenções ,"105, XX",,,
Plenário,Plenário,deve,autorizar a concessão de serviços públicos ,"105, XXI",,,
Plenário,Plenário,deve,autorizar a concessão do direito real de uso de bens municipais ,"105, XXII",,,
Plenário,Plenário,deve,autorizar a concessão administrativa de uso de bens municipais ,"105, XXIII",,,
Plenário,Plenário,deve,autorizar a alienação de bens imóveis municipais ,"105, XXIV",,,
Plenário,Plenário,deve,"criar, estruturar e atribuir funções às Secretarias e aos órgãos da administração pública ","105, XXIX",,,
Plenário,Plenário,deve,"autorizar a aquisição de bens imóveis, salvo quando se tratar de doação sem encargos ","105, XXV",,,
Plenário,Plenário,deve,"criar, alterar e extinguir cargos, funções e empregos públicos e fixar a remuneração da administração direta, autárquica e fundacional ","105, XXVI",,,
Plenário,Plenário,deve,"aprovar as diretrizes gerais de desenvolvimento urbano, o Plano Diretor, a legislação de controle de uso, de parcelamento e de ocupação do solo urbano ","105, XXVII",,,
Plenário,Plenário,deve,dispor sobre convênios com entidades públicas e particulares e autorizar consórcios com outros municípios ,"105, XXVIII",,,
Plenário,Plenário,deve,"autorizar a alteração de denominação de próprios, vias e logradouros públicos ","105, XXX",,,
Plenário,Plenário,deve,delimitar o perímetro urbano e o de expansão urbana ,"105, XXXI",,,
Plenário,Plenário,deve,aprovar o Código de Obras e Edificações ,"105, XXXII",,,
Plenário,Plenário,tem competência para,conceder títulos de cidadão honorário ou qualquer outra honraria ,"105, XXXIII",,,
Plenário,Plenário,deve,exercer suas atribuições regimentais e legais ,"105, XXXIV",,,
Plenário,Plenário,deve,"deliberar sobre requerimentos (escritos) de prorrogação de tempo de sessão, por processo nominal, não se admitindo discussão, encaminhamento de votação ou declaração de voto ","144, 225, IX",,,
Plenário,Plenário,deve,"Deliberar, em votação única, no Prolongamento do Expediente, sobre requerimentos de inclusão de projetos na pauta da Ordem do Dia, em regime de urgência ","164, II",,,
Plenário,Plenário,deve,"Deliberar, em discussão e votação únicas, sobre os requerimentos que solicitem convocação de Secretário Municipal, e sobre constituilção de Comissão Temporária ","164, III",,,
Plenário,Plenário,tem competência para,"Debater, no Prolongamento do Expediente, sobre os requerimentos que solicitem convocação de Secretário Municipal, nos casos em que se constatar a existência de quórum apenas para discussão, procedendo-se, neste caso, necessariamente, a uma verificação de presença antes de se passar à votação. Se a verificação de presença acusar existência de ""quorum"" regimental para deliberação, serão votados, preliminarmente, os requerimentos que solicitem a inclusão de projetos na pauta da Ordem do Dia, em regime de urgência, passando-se, a seguir, à votação dos demais cuja discussão já tenha sido encerrada ","164, III, a; 169",,,
Plenário,Plenário,tem competência para,"Debater, no Prolongamento do Expediente, sobre os requerimentos que solicitem constituição de Comissão Temporária, nos casos em que se constatar a existência de quórum apenas para discussão, procedendo-se, neste caso, necessariamente, a uma verificação de presença antes de se passar à votação. Se a verificação de presença acusar existência de ""quorum"" regimental para deliberação, serão votados, preliminarmente, os requerimentos que solicitem a inclusão de projetos na pauta da Ordem do Dia, em regime de urgência, passando-se, a seguir, à votação dos demais cuja discussão já tenha sido encerrada ","164, III, b; 169",,,
Plenário,Plenário,deve,Discutir e votar as moções no Prolongamento do Expediente ,"164, IV",,,
Plenário,Plenário,deve,"votar, sem discussão, por processo nominal, a inclusão de projeto no regime de urgência, não sendo admito encaminhamento de votação nem declaração de voto. ","167, §2",,,
Plenário,Plenário,deve,"Deliberar sobre pedidos de adiamento da discussão ou da votação dos requerimentos que solicitem a) convocação de Secretário Municipal, sem discussão nem encaminhamento da votação ou declaração de voto, obedecidas, no que couber, as normas regimentais específicas ","168, §u, a",,,
Plenário,Plenário,deve,"Deliberar sobre pedidos de adiamento da discussão ou da votação dos requerimentos que solicitem constituição de Comissão Temporária, sem discussão nem encaminhamento da votação ou declaração de voto, obedecidas, no que couber, as normas regimentais específicas","168, §u, b",,,
Plenário,Plenário,deve,"Votar requerimento de inversão da pauta da Ordem do Dia, sem discussão, não sendo admitindo
encaminhamento de votação nem declaração de voto ","174, 225, X",,,
Plenário,Plenário,deve,"Votar, sem discussão, encaminhamento de votação ou declaração de voto, requerimento de preferência para votação de proposições constantes da Ordem do Dia ","175, I, §u; 225, V",,,
Plenário,Plenário,deve,"Votar, sem discussão, encaminhamento de votação nem declaração de voto, requerimendo de adiamento de proposição constante da Ordem do Dia ","175, II; 176, §9",,,
Plenário,Plenário,deve,"Votar requerimento de retirada de pauta de proposição constante da Ordem do Dia, se a proposição tiver parecer de, pelo menos, uma das Comissões de mérito ","175, III; 177, II; 225, IV; 274",,,
Plenário,Plenário,deve,deliberar sobre requerimento de 1/3 dos vereadores para que movimento social ou entidade civil ocupe a tribuna popular por mais de uma vez no mesmo trimestre ,"207, §3",,,
Plenário,Plenário,deve,aprovar indicação da mesa para a instalação de mais de uma Tribuna Popular por mês - sempre que o nº de inscritos para ocupá-la for superior a vinte. ,"207, §4",,,
Plenário,Plenário,deve,Aprovar mudanças na ordem de convocação dos oradores inscritos (para a Tribuna Popular) propostas pela Mesa... nos casos em que o tema declarado na inscrição de oradores for relativo a proposituras em apreciação na Câmara. ,"208, §u",,,
Plenário,Plenário,deve,Apreciar recurso do autor que teve sua proposição restituída ,"212, §2",,,
Plenário,Plenário,deve,"Apreciar recurso com requerimento para que, em caráter extraordinário, seja aceita proposição que contiver o mesmo teor de outra já apresentada na mesma sessão legislativa ou que disponha no mesmo sentido de lei existente, sem alterá-la, verificado pela seção competente ","212, IV",,,
Plenário,Plenário,deve,"Deliberar sobre requerimentos escritos que solicitem inclusão de projeto na pauta em regime de urgência, sem discussão, encaminhamento de votação ou declaração de voto, não sendo admitida adiação de votação ","225, I, §1, §2, §3",,,
Plenário,Plenário,deve,"Deliberar sobre requerimentos que solicitem adiamento de discussão ou votação de proposições, sem discussão, encaminhamento de votação ou declaração de voto ","225, II, §1",,,
Plenário,Plenário,deve,"Deliberar sobre requerimentos que solicitem dispensa de publicação para redação final, sem discussão, encaminhamento de votação ou declaração de voto ","225, III, §1",,,
Plenário,Plenário,deve,"Deliberar sobre requerimentos escritos que solicitem retirada de proposição da pauta da Ordem do Dia, nos termos do inciso II do artigo 177, sem discussão, encaminhamento de votação ou declaração de voto ","225, IV, §1, §2",,,
Plenário,Plenário,deve,"Deliberar sobre requerimentos escritos que solicitem prorrogação da sessão, sem discussão, encaminhamento de votação ou declaração de voto ","225, IX, §1, §2",,,
Plenário,Plenário,deve,"Deliberar sobre requerimentos que solicitem preferência para votação de proposição dentro do mesmo processo ou em processos distintos, sem discussão, encaminhamento de votação ou declaração de voto ","225, V, §1",,,
Plenário,Plenário,deve,"Deliberar sobre requerimentos escritos que solicitem votação de emendas em bloco ou em grupos definidos, sem discussão, encaminhamento de votação ou declaração de voto ","225, VI, §1, §2",,,
Plenário,Plenário,deve,"Deliberar sobre requerimentos que solicitem destaque para votação em separado de emendas ou partes de emendas e de partes de vetos, sem discussão, encaminhamento de votação ou declaração de voto ","225, VII, §1, §2",,,
Plenário,Plenário,deve,"Deliberar sobre requerimentos escritos que solicitem encerramento de discussão de proposição, sem discussão ou declaração de voto ","225, VIII, §1, §2",,,
Plenário,Plenário,deve,"Deliberar sobre requerimentos escritos que solicitem inversão da pauta, sem discussão, encaminhamento de votação ou declaração de voto ","225, X, §1, §2",,,
Plenário,Plenário,deve,"Deliberar sobre os requerimentos, necessariamente escritos, que solicitem licença do Prefeito e Vice-Prefeito, devendo-se encerrar a discussão após terem se manifestado 4 (quatro) Vereadores, sendo 2 (dois) a favor e 2 (dois) contra ","226, I, §u",,,
Plenário,Plenário,deve,"Deliberar sobre os requerimentos, necessariamente escritos, que solicitem autorização ao Prefeito para ausentar-se do Município por mais de 15 (quinze) dias, devendo-se encerrar a discussão após terem se manifestado 4 (quatro) Vereadores, sendo 2 (dois) a favor e 2 (dois) contra ","226, II, §u",,,
Plenário,Plenário,deve,"Deliberar sobre os requerimentos, necessariamente escritos, que silicitem convocação de Secretários Municipais ","226, III",,,
Plenário,Plenário,deve,"Deliberar sobre os requerimentos, necessariamente escritos, que solicitem constituição de Comissão Temporária ","226, IV",,,
Plenário,Plenário,deve,"Deliberar sobre os requerimentos, necessariamente escritos, que solicitem o encerramento da sessão, em caráter excepcional, nos termos do inciso II do artigo 142 ","226, V",,,
